0.01, 4624, 0, 152
0.00, 4616, 0, 152
0.01, 4432, 0, 152
0.01, 4588, 0, 152
0.00, 4580, 0, 152
0.00, 4584, 0, 152
0.01, 4436, 0, 152
0.01, 4476, 0, 152
0.01, 4480, 0, 152
0.01, 4568, 0, 152
0.01, 4472, 0, 152

0.01, 4456, 0, 152
0.00, 4636, 0, 152
0.01, 4592, 0, 152
0.00, 4468, 0, 152
0.00, 4400, 0, 152
0.01, 4612, 0, 152
0.01, 4352, 0, 152
0.01, 4400, 0, 152
0.01, 4552, 0, 152
0.00, 4500, 0, 152
0.01, 4356, 0, 152

0.00, 4344, 0, 144
0.00, 4440, 0, 144
0.01, 4536, 0, 144
0.01, 4460, 0, 144
0.00, 4588, 0, 144
0.01, 4632, 0, 144
0.01, 4492, 0, 144
0.00, 4628, 0, 144
0.01, 4556, 0, 144
0.01, 4464, 0, 144
0.00, 4648, 0, 144
