5.09, 7316, 0, 2272
5.14, 7452, 0, 2240
5.28, 7240, 0, 2240
5.41, 7412, 0, 2240
5.60, 7452, 0, 2240
5.78, 7188, 0, 2248
5.90, 7056, 0, 2248
6.07, 7120, 0, 2248
6.24, 7104, 0, 2248
6.38, 7300, 0, 2248
6.56, 7216, 0, 2248
6.72, 7216, 0, 2248
6.88, 7136, 0, 2248
7.04, 7100, 0, 2248
7.23, 7260, 0, 2280
7.44, 7224, 0, 2280
0.03, 6492, 0, 8
0.06, 6828, 0, 1792
0.06, 7108, 0, 2032
0.07, 6816, 0, 1536
0.07, 6784, 0, 1528
0.08, 6772, 0, 1496
0.09, 6920, 0, 1568
0.11, 6792, 0, 1600
0.12, 6832, 0, 1664
0.13, 7044, 0, 1704
0.15, 6940, 0, 1696
0.17, 7004, 0, 1696
0.20, 6996, 0, 1696
0.22, 6844, 0, 1696
0.29, 6864, 0, 1688
0.30, 6980, 0, 1688
0.34, 6892, 0, 1680
0.37, 6752, 0, 1680
7.55, 7044, 0, 2248
0.40, 6808, 0, 1672
0.44, 7048, 0, 1672
0.48, 6976, 0, 1664
0.52, 6900, 0, 1664
0.56, 6960, 0, 1656
0.61, 7048, 0, 1656
0.63, 6864, 0, 1648
0.68, 6784, 0, 1648
0.75, 6960, 0, 1640
0.78, 6996, 0, 1640
0.86, 6956, 0, 1632
0.91, 6876, 0, 1632
7.76, 7328, 0, 2248
0.97, 6960, 0, 1624
1.03, 6844, 0, 1624
1.08, 6864, 0, 1624
1.19, 7048, 0, 1624
1.25, 6796, 0, 1616
1.28, 6996, 0, 1616
7.92, 7096, 0, 2312
1.38, 6996, 0, 1608
1.46, 6960, 0, 1608
1.52, 7012, 0, 1600
1.62, 6844, 0, 1600
1.65, 6760, 0, 1600
8.13, 7120, 0, 2248
1.76, 6820, 0, 1600
1.86, 6844, 0, 1592
1.91, 6760, 0, 1592
1.95, 6964, 0, 1584
2.04, 6912, 0, 1584
8.26, 7108, 0, 2256
2.15, 6852, 0, 1584
2.22, 6828, 0, 1584
2.33, 6872, 0, 1576
8.44, 7108, 0, 2256
2.42, 6964, 0, 1576
2.54, 6840, 0, 1576
2.64, 6944, 0, 1576
2.71, 7000, 0, 1600
8.72, 7196, 0, 2256
2.84, 6948, 0, 1568
2.91, 6756, 0, 1568
3.06, 6940, 0, 1568
8.83, 7104, 0, 2256
3.15, 6876, 0, 1560
3.26, 6784, 0, 1624
9.04, 7212, 0, 2256
3.36, 6784, 0, 1560
3.49, 6952, 0, 1560
3.61, 6920, 0, 1616
9.25, 7104, 0, 2256
3.66, 6988, 0, 1552
3.79, 7048, 0, 1552
9.44, 7020, 0, 2256
3.93, 6876, 0, 1552
4.08, 6860, 0, 1544
4.15, 6864, 0, 1544
9.50, 7176, 0, 2256
4.28, 6880, 0, 1544
4.39, 6768, 0, 1544
9.79, 7140, 0, 2256
4.58, 6912, 0, 1568
4.66, 6912, 0, 1568
10.00, 7300, 0, 2256
4.83, 6956, 0, 1536
4.91, 6756, 0, 1536
10.06, 7108, 0, 2256
5.10, 6784, 0, 1536
5.23, 6880, 0, 1536
10.40, 7152, 0, 2320
5.37, 7048, 0, 1528
5.50, 6788, 0, 1528
10.61, 7092, 0, 2256
5.64, 6948, 0, 1528
5.72, 6832, 0, 1528
10.79, 7136, 0, 2256
5.86, 6888, 0, 1528
6.07, 6912, 0, 1592
6.21, 6908, 0, 1552
6.36, 7052, 0, 1520
6.51, 6796, 0, 1520
6.66, 6880, 0, 1520
6.73, 6968, 0, 1552
6.89, 6944, 0, 1520
7.16, 6872, 0, 1512
7.30, 6916, 0, 1512
7.45, 6744, 0, 1544
7.64, 6796, 0, 1512
7.78, 6968, 0, 1512
7.97, 6928, 0, 1544
8.15, 6980, 0, 1536
8.30, 6860, 0, 1504
8.46, 6996, 0, 1568
8.64, 6780, 0, 1504
8.85, 6932, 0, 1528
9.00, 6892, 0, 1496
9.16, 6948, 0, 1496
9.22, 6764, 0, 1528
9.52, 6976, 0, 1496
